"HolderAddress","Balance","PendingBalanceUpdate"
"0xaD0135AF20fa82E106607257143d0060A7eB5cBf","96,925.777782508890555956","No"
"0x5668EAD1EDB8E2A4D724C8FB9CB5FFEABEB422DC","96,527.513061206747274888","No"
"0x802B1E3DF31847917A76932E17741B405E77E744","96,274.973470151226802425","No"
"0xD5431FECBB14F20F8EE68360B586D84D589F9F77","94,818.208310254286565889","No"
"0x9B422E571EB2CB9837EFDC4F9087194D65FB070A","93,764.066313929992820024","No"
"0xA2FAEE9518AB8E3F78601650BC2E3E378FFEA9A0","93,278.926562362314891957","No"
"0x08E5E4DF2F56BE734EAD5C80A3B2377616210A62","92,861.968048296403137566","No"
"0xF7B80FB88571F63824D138CAB71E21487777991D","91,737.334572092929437577","No"
"0x4810939a9f66e80ef5f98e4f95a70710d121ad61","90,854.08573679959952131","No"
"0x4f58985B75EeC8f14C536878A19EAdF4a1960D6c","90,505.847287313754411414","No"
"0x95039538E5655ce0D52f46204dE234c11004ef0F","90,472.296928061705874105","No"
"0x7338AFB07DB145220849B04A45243956F20B14D9","88,877.391497224576640833","No"
"0x16F562FB6587A19E19761654ADB195F8BC879B5D","88,080.2626787639168508","No"
"0x48B72465FED54964A9A0BB2FB95DBC89571604EC","87,847.964403043589295096","No"
"0x4AAB9E6EB125CDD378671188255F19325E3A804F","87,790.595016475388610525","No"
"0x89AC06752A7F21B6443E0E0DEBBCD1E73D71E60E","87,157.039590610825066385","No"
"0xE81EF15F525C82E49D6DF6D113B5FAC35FA8C559","86,784.869885409843183965","No"
"0x530DEFD6C816809F54F6CFA6FE873646F6ECF930","86,584.397222032334561316","No"
"0x600B8A34EC1CFD8B8AF78CFC49708419A16EA2E8","86,124.231546087041171821","No"
"0x650CB11E1C95FE3BA96B115BD1D8BC5C0E12BAEA","86,043.563009815788253624","No"
"0x850166BB05994C563B65F0562E13545D86041395","85,702.066014586501637146","No"
"0xE59CA38FFA335C3983D8C9221F225845B5D93671","85,684.892124215947615763","No"
"0x67870422E6BAE4E8A5BFDF2DBE01AE430B9BF803","85,421.543928294749106022","No"
"0x30887fc55CbFAd3487Cb55bfE1779f6d2ba1c118","85,294.78456699356610081","No"
"0x676EB0DC5644DBCB2C37849AD76432A73AF0B582","85,267.517474366191753235","No"
"0x04153776761994D676C68147B89F9BDFFBAEF512","84,252.737224908666410049","No"
"0xFADB4AC08F4AA6E518711842BCDF61EF04851EE9","83,613.587769533151386342","No"
"0xAA218C9790C0E7E35900D7776F5B11848A5F23A1","83,237.228676736379867824","No"
"0x8D309DE16A745C15FFA00A46DA4EB3E044C54D63","81,898.727855425332436868","No"
"0xA428B592888811EBDDED34161ECA2450C6650803","80,854.417894186261485049","No"
"0x31D71C9F00C4CE70AE78069A3306AC38E263CBE0","79,583.549564987234259703","No"
"0x522E5EB34D4BD9B6D3CE30F29C60CA88CAFE557D","79,408.1997103985995724","No"
"0x6a2Ab2Da7cBbffdD500d56B0e22Ec9C7F7061744","78,890.938530225850027615","No"
"0xB113D139D00A01270737279E0CCB28EF41884594","78,312.507927447989756338","No"
"0xAF297DEC752C909092A117A932A8CA4AAAFF9795","77,533.756210686617643921","No"
"0x27003BA96FBF876018CA6117ACF338F0212C811F","76,930.545397851168580073","No"
"0x678783721B49A5D079F4AADF12C91049EBF7B3C1","75,993.19447541949127036","No"
"0x9E82B1B2B0DD8C1C41F86CEAE0B49EF8CCEF9CC2","75,546.899324222112126013","No"
"0x70265950ADD51748AA041DE8ACCCE6747507ADCE","74,495.580973108124795739","No"
"0x1D8D739912AAE17819618E6E33580284C16785A9","74,370.49125113479093441","No"
"0xE47E3ae51790e4737A2113a90fFd09F783d8DB27","73,826.510047168989997323","No"
"0x93951003A5EE69C6D8CB0837B7B937E93E0E0EF6","73,436.841439738777106546","No"
"0x86F032CD94D4A681BF4B8328B0D958FD2EA77A4D","73,099.399761572893393992","No"
"0xF08214CBE3527CF4FD65BFCE128E32C6EEDD2174","72,796.54641954366231098","No"
"0x8C6C8C306FBCEA9330E9DD6C18B8659BDF2445A4","71,972.262382488494579566","No"
"0xAdE9e51C9E23d64E538A7A38656B78aB6Bcc349e","71,957.829296243106867445","No"
"0xC344F940332D3AA76E4F20D7352AAF086480111F","71,353.561488119937103189","No"
"0xDC1661AD8FC908A853BD1747B6B011DB2788D685","71,071.791850142652522125","No"
"0xC5E672f9aad19f775490bd67ECd1a2aD864d9930","70,767.293594000898771415","No"
"0xF4DFCD61C36FC3AC374E52206C43253E14C2FFE2","70,567.373528251263024575","No"
"0xF49B0201B65A00A2C30397E8A51753B5367050F0","70,373.568901856173443075","No"
"0xAb5CF1FcecED5fCcDC22129256483C7cE91bBAE5","70,179.435503715251795246","No"
"0x4E5F413F5C5415B4E3F4615C3A0AFFA5BA8C43B7","69,773.595388280328426245","No"
"0x9B7A6E6B894E243E994CFAA32EA07D8A60740981","69,712.244049392897394","No"
"0xDA8A8A7788F6E62CFDC55B5D971436AA00044137","69,315.322718683126865312","No"
"0x602D9ABD5671D24026E2CA473903FF2A9A957407","68,420.671769012813173777","No"
"0x3AFB0B4CA9AB60165E207CB14067B07A04114413","68,040.412053895743924417","No"
"0xa53A13A80D72A855481DE5211E7654fAbDFE3526","67,919.104337909963853816","No"
"0xA29FD283430AB091434161EC847A125BDAB0230F","66,728.506324996662380939","No"
"0x2649BB086552825CED34545388DBC40F6C51FEA0","66,501.907590441355108155","No"
"0x9C844A2EC1F22EA6309F0CACBE30AD0ACE5317CE","66,448.071953871866201699","No"
"0xd4A39d219ADB43aB00739DC5D876D98Fdf0121Bf","65,630.113492752214181468","No"
"0x1CB4831B6DF1D9CB07279B93A0E101DB9B2295D0","65,304.698765431037214476","No"
"0x3EF34992E0DFA7F4AC8E5C143EB219CCD0AD4CEF","65,044.490628550111571591","No"
"0x0A653BD08E2B0A80D1D212D33032953DB8298EFD","64,693.07071447635873032","No"
"0xF55D84504217542D4F39D9BF9A70342744836007","64,522.999273549304605343","No"
"0x8A7F7C5B556B1298A74C0E89DF46EBA117A2F6C1","64,513.660401149143404225","No"
"0xB9A708C67E2E13035A5FEB0F1A2F9E3B625EBD62","64,295.25598380931219009","No"
"0xFD48E40698B4925EA50BC7FFB57239BC58DA63C1","63,561.499102568352090548","No"
"0x936b63a011F9b7Cc9c3470e408f8e62B9fDBA841","62,965.991491401319667588","No"
"0x065823E171F037B889C4E1029E8AA34D6B134307","62,810.316937533026554407","No"
"0x2D1BDC590CB736097BC5577C8974E28DC48F5ECC","61,437.05857834648144636","No"
"0x81E67327D07469FBFB6B243D51C64AFE9F5DE3E3","61,127.102552300068818511","No"
"0x7BFEE91193D9DF2AC0BFE90191D40F23C773C060","60,078.901963188387624488","No"
"0x5C7C6D069BA232718F37C27A9549B547C359E31C","59,972.969627052181422899","No"
"0x84AB6AEDA45C85B910C363A454C5C0E93D8691A2","59,726.82495263641262008","No"
"0x7D6AFF9F85EF8802A1492189E8021B085C6B37F7","59,642.255041856825410436","No"
"0x37B917A3670DFFBA2441EE1773EF9AF6257A7D45","59,122.761357332249009693","No"
"0x74AEA9791A0074FA6A239D54B3BE22F50AE83968","58,595.50667466389182715","No"
"0x3C229864378B3B0ADF98AE247CA33986AED8EC1E","58,388.644482096928647586","No"
"0x9182A4981F2E004a04d270c686DF0793F5eA0c3B","58,135.49169366508938101","No"
"0xA41487B4A93348A22EDD861F7D52943B955B6D8D","57,687.691037457824335","No"
"0xAD128857E59A11AC345D40C6FB0C0832D7C31C56","57,339.051230163369419649","No"
"0x359377F743813EB9E0D628840996798FB65D5B8E","57,214.518197719259207271","No"
"0x339DAB47BDD20B4C05950C4306821896CFB1FF1A","57,142.335916949383759638","No"
"0x813E0FCB21F527A85DDE4E3D98261707CE5AAD79","56,554.802299018186326477","No"
"0xA46C8BCAA1A5D3A7C0822A09FFE593399A1DE80F","56,552.702077888062788841","No"
"0x89F40CA416DF2CB2FDA79C3F5D9338E87CAB0600","56,027.106033460219195121","No"
"0x23Ebddac426B8c4E6AE1B7D3734A99fe98ad2B03","55,779.024765347492697802","No"
"0xB93DDEFF2959E0D3FA43DB65C1FB0D29DC75CCCA","54,597.652312528873465949","No"
"0x26DE224CBE06FD4321CE5747A176CBBD24773BEB","53,937.972286457247518266","No"
"0xed9417b971e5916120f56566eb30cfafcB0a142C","53,877.236802296313056582","No"
"0x791DAC5214883377C598E5E88A0D861AB26DFF6B","53,766.594349694174661377","No"
"0x95A40112C37D79F6833935EC780495D5D3E23178","52,964.36717151399086785","No"
"0x2241CE35734FF196A6DAC1180DE4A9261F874701","52,930.640163946502943085","No"
"0x5ECD9A0D8D252CB25B39C30D4F4ED8533AD87A4E","52,252.459497633475735176","No"
"0x995a09ed0b24Ee13FbfCFbe60cad2fB6281B479F","51,827.623453349840324643","No"
"0x14A0947B8FBEBE53AD5EF8C5F80F14ADBC559D53","51,181.468013210570408296","No"
"0x6FAC7F048BDD5D626BFF0A556C2B3B85489429E7","50,978.338361494304269571","No"
"0xE9920C2BDD13DFEAD70E4B4721D34F710CBB8CDB","50,593.423843180016600679","No"
"0x09B815873BCD8DA7769B673825C9134194833CE0","50,374.894755506929068011","No"
"0xd2bc4e7ecfa4ec39069623854cd114dcd8771b84","50,359.018267014954255287","No"
"0x5538793F0ED24FD4EA2FCD5225A40995A8F5AC3A","50,108.37955609383401871","No"
"0xe3e39161d35e9a81edec667a5387bfae85752854","50,041.548145483070881145","No"
"0x8577B84527CED5D2D9F299DC6027A9E049C17D6C","49,852.484501839133664701","No"
"0x8E26F746A53795A601540A68BADAB71AA3F72BBF","49,706.231370497167991849","No"
"0x9824697F7C12CABADA9B57842060931C48DEA969","49,224.637035437019815841","No"
"0x27EAB7D3CE4C84B9AFB0324DEB7C56BD72FC2FA0","49,196.34087253764343857","No"
"0xBDE458A5922EC4CC60831BFF64D29BB34D682EC7","48,942.473722393470198463","No"
"0x29C7B44E0584624C1E877D3EE0856520E2851BA6","48,926.375184535662791543","No"
